Program Duration,0.7027944783333333

Hand,P1 - F,P2 - F,P1 - S,P2 - S
6s8h,1.0,1.0,0.014925373134328358,0.014925373134328358
6s7h,1.0,1.0,0.014925373134328358,0.014925373134328358
6s6h,67.0,67.0,1.0,1.0
6s5h,1.0,1.0,0.014925373134328358,0.014925373134328358
6s4h,1.0,1.0,0.014925373134328358,0.014925373134328358
6s3h,1.0,1.0,0.014925373134328358,0.014925373134328358
6s2h,1.0,1.0,0.014925373134328358,0.014925373134328358
5s4s,61.0,1.0,0.9104477611940298,0.014925373134328358
5s3s,52.0,1.0,0.7761194029850746,0.014925373134328358
5s2s,1.0,1.0,0.014925373134328358,0.014925373134328358
5sAc,67.0,67.0,1.0,1.0
5sKc,67.0,67.0,1.0,1.0
5sQc,14.0,3.0,0.208955223880597,0.04477611940298507
5sJc,2.0,1.0,0.029850746268656716,0.014925373134328358
5sTc,1.0,1.0,0.014925373134328358,0.014925373134328358
5s9c,1.0,1.0,0.014925373134328358,0.014925373134328358
5s8c,1.0,1.0,0.014925373134328358,0.014925373134328358
5s7c,1.0,1.0,0.014925373134328358,0.014925373134328358
5s6c,1.0,1.0,0.014925373134328358,0.014925373134328358
5s5c,67.0,67.0,1.0,1.0
5s4c,1.0,1.0,0.014925373134328358,0.014925373134328358
5s3c,1.0,1.0,0.014925373134328358,0.014925373134328358
5s2c,1.0,1.0,0.014925373134328358,0.014925373134328358
5sAd,67.0,67.0,1.0,1.0
5sKd,67.0,67.0,1.0,1.0
5sQd,15.0,3.0,0.22388059701492538,0.04477611940298507
5sJd,2.0,1.0,0.029850746268656716,0.014925373134328358
5sTd,1.0,1.0,0.014925373134328358,0.014925373134328358
5s9d,1.0,1.0,0.014925373134328358,0.014925373134328358
5s8d,1.0,1.0,0.014925373134328358,0.014925373134328358
5s7d,1.0,1.0,0.014925373134328358,0.014925373134328358
5s6d,1.0,1.0,0.014925373134328358,0.014925373134328358
5s5d,67.0,67.0,1.0,1.0
5s4d,1.0,1.0,0.014925373134328358,0.014925373134328358
5s3d,1.0,1.0,0.014925373134328358,0.014925373134328358
5s2d,1.0,1.0,0.014925373134328358,0.014925373134328358
5sAh,67.0,67.0,1.0,1.0
5sKh,67.0,67.0,1.0,1.0
5sQh,15.0,3.0,0.22388059701492538,0.04477611940298507
5sJh,2.0,1.0,0.029850746268656716,0.014925373134328358
5sTh,1.0,1.0,0.014925373134328358,0.014925373134328358
5s9h,1.0,1.0,0.014925373134328358,0.014925373134328358
5s8h,1.0,1.0,0.014925373134328358,0.014925373134328358
5s7h,1.0,1.0,0.014925373134328358,0.014925373134328358
5s6h,1.0,1.0,0.014925373134328358,0.014925373134328358
5s5h,67.0,67.0,1.0,1.0
5s4h,1.0,1.0,0.014925373134328358,0.014925373134328358
5s3h,1.0,1.0,0.014925373134328358,0.014925373134328358
5s2h,1.0,1.0,0.014925373134328358,0.014925373134328358
4s3s,40.0,1.0,0.5970149253731343,0.014925373134328358
4s2s,1.0,1.0,0.014925373134328358,0.014925373134328358
4sAc,67.0,67.0,1.0,1.0
4sKc,67.0,67.0,1.0,1.0
4sQc,4.0,2.0,0.05970149253731343,0.029850746268656716
4sJc,1.0,1.0,0.014925373134328358,0.014925373134328358
4sTc,1.0,1.0,0.014925373134328358,0.014925373134328358
4s9c,1.0,1.0,0.014925373134328358,0.014925373134328358
4s8c,1.0,1.0,0.014925373134328358,0.014925373134328358
4s7c,1.0,1.0,0.014925373134328358,0.014925373134328358
4s6c,1.0,1.0,0.014925373134328358,0.014925373134328358
4s5c,1.0,1.0,0.014925373134328358,0.014925373134328358
4s4c,67.0,67.0,1.0,1.0
4s3c,1.0,1.0,0.014925373134328358,0.014925373134328358
4s2c,1.0,1.0,0.014925373134328358,0.014925373134328358
4sAd,67.0,67.0,1.0,1.0
4sKd,67.0,67.0,1.0,1.0
4sQd,4.0,2.0,0.05970149253731343,0.029850746268656716
